"NAME","P0040001","P0040003","P0050003","P0050004","P0050005","P0050006","P0050007","P0050008","P0050009","H0040001","H0040002","H0040003","H0040004","H0050001","H0050002","H0050003","H0050004","H0050005","H0050006","H0050007","H0050008","P0120003","P0120004","P0120005","P0120006","P0120007","P0120008","P0120009","P0120010","P0120011","P0120012","P0120013","P0120014","P0120015","P0120016","P0120017","P0120018","P0120019","P0120020","P0120021","P0120022","P0120023","P0120024","P0120025","P0120027","P0120028","P0120029","P0120030","P0120031","state","county","tract","block.group","NAME.1","P0120032","P0120033","P0120034","P0120035","P0120036","P0120037","P0120038","P0120039","P0120040","P0120041","P0120042","P0120043","P0120044","P0120045","P0120046","P0120047","P0120048","P0120049","P0180001","P0180003","P0180005","P0180006","P0180008","P0180009","state.1","county.1","tract.1","block.group.1","TRACT_BLOC"
"Block Group 1",2089,419,489,369,18,697,0,32,65,702,220,26,456,132,77,13,11,2,0,0,29,93,76,71,53,25,20,14,69,124,101,77,90,71,74,74,19,23,18,8,16,7,5,3,76,74,55,34,27,"17","031","020901","1","Block Group 1",8,13,43,101,73,85,74,86,61,58,11,15,5,13,26,9,5,6,702,306,43,121,154,78,"17","031","020901","1","0209011"
"Block Group 2",861,218,272,178,0,160,0,6,27,335,111,28,196,26,15,0,2,2,3,0,4,37,26,29,10,6,3,1,17,38,39,29,43,23,27,27,12,8,5,4,8,5,5,3,29,36,27,21,9,"17","031","020901","2","Block Group 2",7,5,28,39,30,36,42,31,44,22,7,14,2,9,5,6,5,2,335,118,17,66,98,36,"17","031","020901","2","0209012"
"Block Group 3",2271,889,539,471,4,316,1,0,51,753,230,40,483,165,102,0,27,11,4,0,21,109,99,82,48,41,23,16,65,126,141,102,65,78,60,56,19,16,10,8,10,8,6,3,96,78,65,42,30,"17","031","020901","3","Block Group 3",14,22,53,116,108,86,70,69,60,53,19,24,13,10,20,15,7,10,753,291,60,157,169,76,"17","031","020901","3","0209013"
"Block Group 1",2272,364,1000,274,2,581,0,6,45,819,272,191,356,63,27,0,16,7,4,0,9,61,47,42,23,24,10,21,50,85,97,91,112,105,66,69,36,37,19,31,43,25,15,3,46,42,45,29,23,"17","031","020902","1","Block Group 1",11,10,46,86,98,91,90,99,78,85,46,54,22,43,42,25,22,27,819,305,39,76,356,43,"17","031","020902","1","0209021"
"Block Group 2",2014,370,761,282,3,537,0,6,55,745,332,99,314,84,36,2,24,7,1,0,14,72,82,63,38,26,7,5,52,91,85,63,81,87,69,62,22,21,14,10,18,17,8,6,71,81,69,35,22,"17","031","020902","2","Block Group 2",8,11,46,76,85,81,67,83,78,56,19,24,8,16,35,18,11,15,745,330,37,136,202,40,"17","031","020902","2","0209022"
"Block Group 1",982,235,300,310,0,104,0,8,25,568,21,6,541,84,79,3,1,0,1,0,0,21,18,17,11,15,5,10,32,76,71,54,48,50,34,28,12,8,6,5,7,4,0,1,36,16,22,10,12,"17","031","030101","1","Block Group 1",6,7,33,76,46,38,35,27,17,26,8,15,8,4,1,1,2,3,568,97,17,49,349,56,"17","031","030101","1","0301011"
"Block Group 2",507,40,247,106,3,104,0,1,6,343,124,10,209,34,14,2,15,0,3,0,0,13,5,4,2,1,1,1,23,45,38,22,31,21,14,15,4,7,2,3,2,0,1,0,6,1,1,1,6,"17","031","030101","2","Block Group 2",3,7,23,55,31,18,24,16,14,18,10,4,1,3,3,3,2,2,343,60,13,11,221,38,"17","031","030101","2","0301012"
"Block Group 3",1151,146,426,421,2,120,0,1,35,653,55,4,594,39,35,0,1,0,1,0,2,27,25,29,11,6,4,11,48,87,79,53,54,48,47,29,3,8,10,8,10,11,4,9,33,28,18,11,13,"17","031","030101","3","Block Group 3",3,3,43,60,58,51,30,35,27,25,8,11,10,9,14,18,16,6,653,141,26,51,368,67,"17","031","030101","3","0301013"
"Block Group 4",1253,123,799,135,1,173,0,1,21,770,410,244,116,78,17,1,23,4,19,0,14,15,9,9,5,6,0,2,13,27,33,31,43,54,52,54,21,38,29,23,42,37,14,15,11,11,8,12,5,"17","031","030101","4","Block Group 4",0,6,15,30,26,23,33,44,65,61,34,56,35,47,54,44,28,33,770,218,13,51,398,90,"17","031","030101","4","0301014"
"Block Group 1",1020,80,724,97,1,98,0,0,20,605,352,154,99,58,10,0,11,11,7,0,19,19,14,5,1,4,6,3,14,34,39,41,51,38,56,43,24,18,16,16,21,23,12,9,12,5,9,4,5,"17","031","030102","1","Block Group 1",1,3,12,40,41,34,35,35,47,48,22,36,16,28,23,20,12,25,605,178,20,30,297,80,"17","031","030102","1","0301021"
"Block Group 2",1007,150,504,225,4,74,1,10,39,682,52,3,627,93,72,4,1,0,2,0,14,17,11,7,6,3,5,14,48,87,81,66,62,48,40,33,7,11,1,4,12,2,2,1,12,8,8,8,8,"17","031","030102","2","Block Group 2",26,12,45,84,56,38,22,30,24,23,10,11,3,1,7,2,1,0,682,85,18,29,456,94,"17","031","030102","2","0301022"
"Block Group 3",1177,117,503,372,0,153,0,5,27,607,197,44,366,62,34,3,10,1,8,0,6,32,9,18,9,6,5,7,33,67,81,67,43,44,46,43,16,22,8,9,11,9,3,6,43,18,27,6,5,"17","031","030102","3","Block Group 3",8,12,43,67,62,47,26,41,46,43,19,12,14,12,11,8,6,7,607,145,28,60,313,61,"17","031","030102","3","0301023"
"Block Group 1",804,80,431,147,3,124,0,1,18,376,82,2,292,115,39,0,30,43,3,0,0,12,3,4,4,43,81,21,27,62,33,40,28,18,18,15,7,4,2,1,3,3,0,0,4,5,6,3,66,"17","031","030103","1","Block Group 1",88,15,35,40,30,18,11,16,12,10,2,6,3,1,2,1,0,1,376,55,12,11,215,83,"17","031","030103","1","0301031"
"Block Group 2",1124,102,617,191,1,178,0,6,29,708,158,47,503,54,39,2,1,0,11,0,1,17,6,4,0,21,43,17,40,99,64,55,39,40,43,31,16,18,6,6,8,4,7,2,5,4,3,4,54,"17","031","030103","2","Block Group 2",52,29,42,59,52,43,16,27,29,34,13,18,13,4,13,9,7,8,708,77,7,21,532,71,"17","031","030103","2","0301032"
"Block Group 1",2868,212,1898,215,3,474,1,2,63,778,274,129,375,122,61,2,11,9,6,0,33,10,12,9,4,421,133,35,50,86,59,48,50,53,82,60,20,21,14,22,17,15,15,5,14,8,15,8,714,"17","031","030104","1","Block Group 1",200,79,83,61,44,28,34,34,41,73,19,25,11,22,29,18,28,39,778,146,27,44,444,117,"17","031","030104","1","0301041"
"Block Group 2",813,70,324,184,3,216,0,0,16,411,4,2,405,46,46,0,0,0,0,0,0,7,14,5,3,17,29,28,63,56,31,27,24,31,28,10,9,8,5,3,6,1,1,0,6,3,10,1,37,"17","031","030104","2","Block Group 2",47,62,77,36,17,14,12,20,20,13,9,9,6,4,2,2,0,0,411,46,13,24,212,116,"17","031","030104","2","0301042"
"Block Group 1",1757,252,1137,202,5,124,1,9,27,884,303,46,535,90,69,2,8,1,1,0,9,47,40,24,16,14,11,18,61,101,95,122,89,77,55,44,24,17,5,4,10,7,7,4,48,24,22,12,9,"17","031","030200","1","Block Group 1",12,24,64,128,104,77,87,70,39,48,14,22,12,14,14,7,6,8,884,215,30,60,368,211,"17","031","030200","1","0302001"
"Block Group 2",1315,114,1002,71,0,77,0,7,44,674,294,92,288,58,20,2,17,1,2,0,16,33,30,13,12,6,3,1,30,55,80,82,72,60,36,50,18,27,7,14,19,6,4,11,38,12,24,7,7,"17","031","030200","2","Block Group 2",4,8,33,68,76,76,47,45,37,45,20,24,13,15,16,10,13,8,674,210,12,41,285,126,"17","031","030200","2","0302002"
"Block Group 3",1009,110,666,58,1,136,0,5,33,364,188,79,97,19,5,2,1,3,1,0,7,38,41,44,18,9,2,3,15,18,29,40,62,42,44,38,14,12,4,8,8,10,8,3,40,41,44,25,9,"17","031","030200","3","Block Group 3",3,3,7,21,31,37,51,41,41,27,13,13,7,10,14,13,6,2,364,185,14,28,80,57,"17","031","030200","3","0302003"
"Block Group 4",1288,267,782,115,3,88,1,4,28,585,224,39,322,52,30,2,4,0,1,0,15,49,30,30,12,2,4,7,36,72,73,70,74,76,56,36,10,13,6,11,7,6,6,4,42,22,24,8,6,"17","031","030200","4","Block Group 4",10,10,30,69,61,58,54,51,48,38,13,12,8,11,9,4,4,6,585,173,24,48,221,119,"17","031","030200","4","0302004"
"Block Group 1",1712,621,553,233,0,255,1,5,44,677,188,41,448,54,25,2,3,2,4,0,18,54,53,63,27,21,13,14,39,89,70,79,66,77,73,34,15,27,12,23,17,9,10,5,64,43,48,16,22,"17","031","030300","1","Block Group 1",10,13,50,91,82,64,45,58,59,51,16,23,11,13,18,13,9,3,677,238,35,80,241,83,"17","031","030300","1","0303001"
"Block Group 2",1610,598,614,182,7,182,0,4,23,716,183,36,497,74,45,2,15,2,1,0,9,50,42,45,31,14,15,14,43,73,83,58,65,52,53,37,7,20,18,22,27,17,23,12,56,29,39,23,18,"17","031","030300","2","Block Group 2",9,9,25,82,57,67,55,40,42,36,15,22,16,22,28,39,25,35,716,224,40,82,297,73,"17","031","030300","2","0303002"
"Block Group 1",1374,365,722,133,1,123,0,4,26,736,257,40,439,63,44,3,9,0,1,0,6,38,23,25,12,9,5,8,24,53,80,74,71,76,41,34,12,21,5,19,18,18,11,11,40,22,24,11,8,"17","031","030400","1","Block Group 1",5,3,27,62,76,64,44,56,37,38,14,23,8,23,40,23,22,16,736,168,31,74,346,117,"17","031","030400","1","0304001"
"Block Group 2",1310,487,581,52,0,150,0,2,38,515,192,30,293,53,28,3,5,4,1,0,12,53,47,36,20,15,7,13,30,84,65,75,51,55,45,25,7,13,6,4,13,7,5,2,59,28,29,19,15,"17","031","030400","2","Block Group 2",2,9,24,72,73,53,51,40,47,24,13,17,8,10,16,14,5,4,515,196,22,53,155,89,"17","031","030400","2","0304002"
"Block Group 1",1200,197,792,85,1,88,1,1,35,588,213,58,317,58,19,3,13,5,5,0,13,30,22,10,8,7,2,4,19,93,80,76,89,70,41,44,11,18,4,7,13,8,1,5,26,20,24,5,5,"17","031","030500","1","Block Group 1",2,3,33,79,61,53,45,31,32,34,18,14,5,9,10,11,7,11,588,171,17,34,214,152,"17","031","030500","1","0305001"
"Block Group 2",1933,592,975,205,3,129,1,2,26,851,289,40,522,65,41,0,7,2,4,0,11,55,46,30,25,17,11,9,45,95,144,111,83,113,65,45,17,24,6,11,14,11,7,5,63,34,25,20,13,"17","031","030500","2","Block Group 2",14,11,50,135,135,88,78,61,54,45,14,24,17,13,24,8,9,9,851,251,41,74,326,159,"17","031","030500","2","0305002"
"Block Group 3",1665,477,883,143,4,108,0,0,50,810,233,36,541,88,54,3,15,1,1,0,14,49,45,36,18,20,5,6,42,129,113,93,92,85,59,28,10,18,5,9,8,9,5,4,51,39,29,20,11,"17","031","030500","3","Block Group 3",14,7,47,120,107,77,65,44,39,35,10,13,6,14,12,4,7,6,810,199,28,58,367,158,"17","031","030500","3","0305003"
"Block Group 4",1597,360,935,82,3,175,1,2,39,721,254,54,413,64,36,0,4,3,2,0,19,46,30,22,20,5,6,9,26,130,131,106,70,77,54,37,11,15,13,8,12,7,4,5,38,29,14,20,8,"17","031","030500","4","Block Group 4",14,4,51,112,119,73,51,54,31,44,10,13,8,12,13,17,12,6,721,226,21,62,222,190,"17","031","030500","4","0305004"
"Block Group 1",1197,222,409,446,2,82,0,5,31,625,47,11,567,55,42,5,1,1,2,0,4,33,24,23,15,21,10,17,51,102,72,57,61,59,41,28,12,10,3,6,5,2,3,1,36,25,27,8,10,"17","031","030601","1","Block Group 1",3,10,44,84,80,45,38,32,36,23,12,7,2,5,10,2,0,2,625,118,36,63,319,89,"17","031","030601","1","0306011"
"Block Group 2",806,143,348,193,2,101,0,2,17,425,66,3,356,46,39,0,2,1,0,0,4,23,15,11,9,5,2,6,25,54,44,42,45,26,20,20,3,10,10,11,18,19,15,11,26,14,13,8,7,"17","031","030601","2","Block Group 2",6,4,10,37,33,29,14,9,12,10,6,19,11,21,17,10,26,20,425,96,22,26,211,70,"17","031","030601","2","0306012"
"Block Group 3",2009,156,1159,396,5,236,0,6,51,1103,458,208,437,123,35,3,21,2,27,0,35,31,24,10,11,6,3,8,27,89,76,75,88,108,104,101,29,47,25,36,37,29,20,21,31,23,22,11,9,"17","031","030601","3","Block Group 3",8,4,37,91,62,58,56,80,87,88,46,62,28,36,52,32,32,49,1103,255,39,73,631,105,"17","031","030601","3","0306013"
"Block Group 1",913,184,377,212,1,120,0,0,19,533,64,4,465,170,45,3,0,2,2,0,118,33,13,13,9,5,6,5,19,89,76,57,60,39,37,17,5,7,5,2,8,1,2,2,25,16,7,1,7,"17","031","030603","1","Block Group 1",5,4,33,83,69,37,34,25,16,17,2,10,3,3,2,3,1,0,533,118,19,21,306,69,"17","031","030603","1","0306031"
"Block Group 2",1182,263,437,391,3,57,0,2,29,740,41,6,693,113,97,10,3,0,0,0,3,31,17,22,9,7,3,6,31,114,91,62,74,52,46,52,8,13,3,6,7,0,1,1,30,20,15,10,5,"17","031","030603","2","Block Group 2",6,9,56,107,54,35,33,40,47,19,6,12,3,6,5,4,1,3,740,98,22,48,486,86,"17","031","030603","2","0306032"
"Block Group 1",1256,103,489,289,1,331,0,4,39,798,60,14,724,121,100,1,1,0,8,0,11,21,10,14,8,4,11,12,62,120,95,65,65,51,54,50,16,13,6,10,5,4,2,0,24,10,6,9,4,"17","031","030604","1","Block Group 1",7,12,40,123,47,43,39,36,37,42,14,20,4,7,12,8,4,10,798,137,26,42,502,91,"17","031","030604","1","0306041"
"Block Group 2",924,69,593,96,0,137,1,3,25,585,275,121,189,81,28,1,17,2,24,0,9,7,6,2,3,2,3,0,9,52,49,38,29,34,51,39,23,21,13,17,15,5,10,9,13,13,7,8,3,"17","031","030604","2","Block Group 2",2,3,21,45,26,25,33,38,46,42,22,19,14,20,26,19,20,22,585,132,11,35,342,65,"17","031","030604","2","0306042"
"Block Group 3",796,103,359,210,0,97,0,2,25,501,31,20,450,131,92,1,2,0,3,0,33,17,11,4,11,8,7,3,20,57,45,27,34,30,28,34,18,29,11,8,14,10,8,7,11,15,13,3,0,"17","031","030604","3","Block Group 3",0,5,23,40,20,24,15,28,32,27,4,9,4,23,17,15,10,17,501,83,21,32,318,47,"17","031","030604","3","0306043"
"Block Group 1",1549,267,711,397,2,118,1,6,47,888,155,17,716,79,43,3,23,4,4,0,2,26,18,8,10,11,9,10,50,120,110,98,76,78,74,55,20,20,4,10,20,10,7,4,35,18,21,11,11,"17","031","030701","1","Block Group 1",7,8,63,131,85,63,52,40,46,30,11,17,9,13,7,4,14,5,888,117,19,53,597,102,"17","031","030701","1","0307011"
"Block Group 1",978,79,542,80,4,244,0,1,28,661,272,108,281,39,15,1,11,1,9,0,2,7,7,1,1,1,1,1,30,58,72,32,49,67,55,47,11,28,8,8,20,10,8,3,21,8,2,1,7,"17","031","030702","1","Block Group 1",0,1,23,66,42,27,36,24,38,38,15,24,5,13,25,14,18,5,661,126,21,26,416,72,"17","031","030702","1","0307021"
"Block Group 2",652,45,382,85,0,118,0,4,18,426,205,87,134,30,9,0,9,4,4,0,4,12,9,11,3,0,0,3,15,29,25,24,35,25,24,28,12,10,10,10,17,10,7,2,12,6,5,5,3,"17","031","030702","2","Block Group 2",0,2,10,31,24,22,24,24,30,27,15,18,12,16,18,9,12,6,426,97,7,23,274,25,"17","031","030702","2","0307022"
"Block Group 1",908,158,513,183,3,34,0,2,15,528,152,10,366,51,25,2,16,4,0,0,4,23,14,10,4,6,4,3,17,55,64,55,61,54,37,41,10,11,3,5,12,7,5,3,23,20,14,8,4,"17","031","030703","1","Block Group 1",6,2,11,54,48,38,30,25,26,23,8,5,6,8,15,10,11,9,528,100,17,27,300,84,"17","031","030703","1","0307031"
"Block Group 2",442,12,325,67,1,25,0,0,12,312,6,1,305,20,15,5,0,0,0,0,0,0,0,0,2,0,0,0,1,2,4,2,4,3,2,4,2,4,3,4,37,41,25,18,1,1,1,0,1,"17","031","030703","2","Block Group 2",1,1,2,1,2,0,2,3,4,7,2,15,9,29,60,67,45,30,312,98,2,12,195,5,"17","031","030703","2","0307032"
"Block Group 3",1480,183,726,310,8,201,2,7,43,884,287,27,570,166,39,0,14,0,10,0,103,41,16,7,11,6,2,12,36,108,100,94,99,85,51,45,11,16,6,13,19,18,1,1,31,18,13,16,6,"17","031","030703","3","Block Group 3",3,4,46,110,81,58,59,38,43,47,16,29,5,10,19,20,4,6,884,186,21,55,498,124,"17","031","030703","3","0307033"
"Block Group 1",2212,119,1574,194,2,274,0,2,47,1630,311,309,1010,261,168,10,14,10,53,0,6,18,12,12,8,7,5,8,44,104,67,68,94,77,62,81,26,28,18,29,50,54,53,56,20,12,16,6,10,"17","031","030706","1","Block Group 1",2,6,71,131,70,44,53,48,50,67,19,43,36,71,76,62,117,201,1630,234,14,58,1170,154,"17","031","030706","1","0307061"
"Block Group 2",1387,268,606,297,6,180,0,1,29,745,203,27,515,58,51,1,0,0,1,0,5,46,31,14,16,8,3,5,30,74,75,64,81,67,71,48,24,24,8,19,25,13,8,6,32,25,18,10,8,"17","031","030706","2","Block Group 2",8,8,30,48,50,54,41,49,49,39,15,21,6,22,44,18,16,16,745,180,34,84,347,100,"17","031","030706","2","0307062"
"Block Group 1",1028,185,645,53,5,110,0,2,28,472,105,38,329,59,29,0,13,1,4,0,12,19,28,23,16,5,6,7,18,63,62,61,62,49,23,30,8,10,4,10,9,2,2,6,26,35,18,15,8,"17","031","030800","1","Block Group 1",5,8,21,74,57,42,44,41,27,20,9,12,10,8,7,3,8,7,472,147,15,31,191,88,"17","031","030800","1","0308001"
"Block Group 2",1198,133,836,102,0,96,1,1,29,490,213,51,226,36,16,1,7,0,4,0,8,37,18,13,8,6,2,2,19,61,61,68,74,83,51,37,7,26,14,9,15,13,8,7,31,26,22,8,4,"17","031","030800","2","Block Group 2",3,3,15,60,77,43,38,44,59,32,11,14,6,16,17,11,12,7,490,181,17,31,144,117,"17","031","030800","2","0308002"
"Block Group 3",1053,67,823,15,1,113,0,5,29,561,182,51,328,46,23,2,2,1,3,0,15,20,21,14,9,7,3,5,22,74,79,58,53,48,32,28,6,16,9,11,9,6,11,4,22,14,12,9,2,"17","031","030800","3","Block Group 3",1,3,30,79,71,39,50,38,33,28,7,13,11,10,9,12,10,5,561,156,11,25,237,132,"17","031","030800","3","0308003"
"Block Group 4",1047,93,754,16,0,147,0,3,34,529,162,45,322,51,16,3,1,0,5,0,26,14,14,12,8,5,3,3,29,66,58,67,65,45,33,35,12,17,8,6,9,6,6,6,18,15,28,11,10,"17","031","030800","4","Block Group 4",0,4,34,73,60,53,34,35,25,42,9,13,11,10,7,8,13,7,529,150,18,25,208,128,"17","031","030800","4","0308004"
"Block Group 1",553,101,367,4,0,69,0,0,12,278,68,19,191,22,7,0,0,0,2,0,13,16,13,9,5,7,1,2,5,31,26,31,36,25,15,12,8,5,5,3,8,6,5,3,9,9,8,6,3,"17","031","030900","1","Block Group 1",2,2,12,26,25,28,18,21,21,16,4,8,5,6,14,6,14,13,278,86,5,23,122,42,"17","031","030900","1","0309001"
"Block Group 2",877,204,537,18,3,98,0,2,15,426,141,39,246,27,8,0,7,0,3,0,9,24,17,18,14,4,9,0,9,57,50,37,43,40,21,21,7,8,5,9,5,5,4,3,28,11,13,8,5,"17","031","030900","2","Block Group 2",4,3,6,73,61,54,39,34,20,31,9,13,7,13,13,10,7,5,426,124,17,38,172,75,"17","031","030900","2","0309002"
"Block Group 3",910,207,540,64,0,68,0,0,31,450,163,30,257,31,10,1,5,2,1,0,12,43,11,19,9,8,2,4,13,51,68,53,59,38,27,20,9,8,1,6,7,8,4,2,31,15,10,13,5,"17","031","030900","3","Block Group 3",1,3,11,47,48,62,42,31,23,21,9,12,6,10,8,16,10,6,450,137,13,37,196,67,"17","031","030900","3","0309003"
"Block Group 4",688,159,422,22,0,73,0,0,12,304,134,23,147,34,10,0,4,4,1,0,15,23,15,9,9,6,5,5,26,36,49,46,45,26,21,25,4,4,3,1,3,2,1,4,20,14,4,8,3,"17","031","030900","4","Block Group 4",1,3,15,46,62,26,28,29,14,18,6,3,2,6,1,5,4,2,304,105,10,23,108,58,"17","031","030900","4","0309004"
"Block Group 1",959,215,608,38,2,67,0,2,27,457,154,25,278,34,13,2,3,1,5,0,10,26,20,12,9,6,3,4,26,72,81,54,45,46,28,21,1,7,4,3,9,8,3,3,28,8,13,3,7,"17","031","031000","1","Block Group 1",4,16,41,59,67,59,37,17,27,17,8,17,8,7,11,6,0,8,457,129,19,36,166,107,"17","031","031000","1","0310001"
"Block Group 2",1097,318,585,54,3,113,0,2,22,542,154,15,373,136,71,2,47,0,4,0,12,26,17,15,18,8,3,9,34,73,73,46,49,30,30,33,6,10,4,2,11,7,8,6,32,20,18,12,7,"17","031","031000","2","Block Group 2",0,4,24,90,69,47,44,23,29,29,12,14,4,5,8,12,12,64,542,126,16,38,261,101,"17","031","031000","2","0310002"
"Block Group 3",1600,301,1117,63,2,86,1,1,29,902,341,47,514,62,29,1,23,1,4,0,4,39,21,32,10,2,1,3,22,130,125,97,85,54,32,38,9,11,5,11,7,1,7,2,39,21,27,8,9,"17","031","031000","3","Block Group 3",1,11,43,161,166,94,63,57,54,32,13,14,6,4,7,10,8,8,902,230,14,42,477,139,"17","031","031000","3","0310003"
"Block Group 1",1954,272,1121,65,1,447,0,6,42,972,255,48,669,91,47,4,14,4,4,0,18,61,13,20,23,9,13,13,47,141,183,147,88,78,47,51,9,15,9,9,11,13,11,6,58,35,21,10,12,"17","031","031100","1","Block Group 1",2,10,75,167,153,96,70,52,50,41,18,8,5,8,19,14,8,5,972,248,30,55,415,224,"17","031","031100","1","0311001"
"Block Group 2",939,158,524,101,4,120,0,5,27,562,66,15,481,68,53,2,0,1,2,0,10,20,7,8,4,8,3,8,38,67,63,64,39,40,32,31,7,9,4,10,6,5,4,2,21,7,10,2,3,"17","031","031100","2","Block Group 2",5,7,31,95,59,50,33,23,31,26,7,6,3,7,7,15,7,5,562,83,22,33,321,103,"17","031","031100","2","0311002"
"Block Group 3",1509,213,1055,38,19,166,0,4,14,762,188,44,530,47,32,1,4,4,1,0,5,21,16,10,11,5,7,4,43,116,112,86,86,60,28,35,10,10,8,12,12,10,10,9,35,11,9,11,5,"17","031","031100","3","Block Group 3",7,5,55,139,136,80,50,32,35,24,8,17,8,12,17,11,29,52,762,173,16,37,329,207,"17","031","031100","3","0311003"
"Block Group 1",1549,226,714,342,10,224,3,2,28,691,221,6,464,92,77,1,12,0,0,0,2,27,9,16,13,10,8,6,16,58,95,101,89,67,119,101,18,21,7,14,31,4,23,16,31,19,14,8,10,"17","031","031200","1","Block Group 1",9,4,24,60,72,65,59,47,66,45,22,18,7,12,18,15,20,35,691,121,24,38,402,106,"17","031","031200","1","0312001"
"Block Group 2",1592,110,446,553,6,442,0,0,35,544,84,6,454,14,14,0,0,0,0,0,0,48,49,56,24,24,9,15,28,49,43,60,77,52,51,77,33,29,10,21,30,24,18,11,63,43,36,33,20,"17","031","031200","2","Block Group 2",11,7,28,59,42,76,56,39,44,47,29,26,19,10,23,18,15,10,544,141,33,109,200,61,"17","031","031200","2","0312002"
"Block Group 3",1004,221,228,339,10,174,0,1,31,588,63,8,517,93,62,0,28,3,0,0,0,21,28,26,18,8,4,5,28,45,54,47,51,59,78,60,15,14,10,7,7,6,4,4,27,28,15,9,9,"17","031","031200","3","Block Group 3",5,10,25,48,35,30,32,27,37,26,16,6,1,6,8,2,1,2,588,74,20,49,404,41,"17","031","031200","3","0312003"
"Block Group 4",1503,295,490,407,6,264,0,6,35,859,137,13,709,153,124,2,3,1,3,0,20,44,35,34,25,9,6,8,46,81,79,76,86,97,82,45,20,25,7,12,18,11,9,7,47,28,24,17,16,"17","031","031200","4","Block Group 4",7,4,35,72,75,39,42,43,45,28,15,7,4,15,27,16,13,22,859,156,32,63,538,70,"17","031","031200","4","0312004"
"Block Group 1",1434,201,816,261,2,130,0,4,20,713,100,48,565,29,12,2,6,0,1,0,8,39,32,17,9,9,7,4,28,98,102,74,58,56,28,27,10,18,10,22,16,17,5,28,40,28,28,6,11,"17","031","031300","1","Block Group 1",2,1,28,76,52,55,41,33,39,36,10,8,14,26,29,28,31,98,713,190,31,50,378,64,"17","031","031300","1","0313001"
"Block Group 2",1264,123,713,210,6,163,1,4,44,832,403,52,377,91,20,3,32,12,16,0,8,32,13,10,5,5,3,5,35,90,103,91,74,80,58,32,11,8,9,15,7,4,3,2,27,4,7,6,3,"17","031","031300","2","Block Group 2",1,4,37,94,94,78,50,33,36,28,14,16,6,5,9,6,6,5,832,136,18,37,523,118,"17","031","031300","2","0313002"
"Block Group 3",656,54,74,39,1,472,1,1,14,232,25,5,202,53,14,0,0,0,0,0,39,34,32,19,11,6,7,4,15,17,25,20,30,54,50,36,9,12,3,4,2,1,0,1,32,29,21,9,7,"17","031","031300","3","Block Group 3",1,2,9,24,32,15,19,18,13,16,2,3,6,2,0,1,2,1,232,107,17,12,58,38,"17","031","031300","3","0313003"
"Block Group 4",2380,145,896,805,6,487,0,1,40,1216,305,67,844,127,41,1,13,3,17,0,52,61,51,37,16,16,8,8,39,79,93,76,92,94,75,66,29,40,24,41,48,45,34,45,83,48,37,15,11,"17","031","031300","4","Block Group 4",7,13,40,88,94,73,59,71,81,76,34,47,27,39,84,79,82,75,1216,266,22,96,715,117,"17","031","031300","4","0313004"
"Block Group 5",1342,162,752,186,4,196,0,6,36,894,301,116,477,98,61,4,12,1,7,0,13,24,21,6,5,6,2,5,27,81,79,84,63,62,71,54,21,30,13,18,26,14,5,7,25,18,15,5,5,"17","031","031300","5","Block Group 5",1,6,41,89,65,48,40,38,42,46,10,26,30,23,12,14,10,9,894,161,18,40,581,94,"17","031","031300","5","0313005"
"Block Group 1",1332,96,1010,106,1,93,0,3,23,954,481,188,285,83,37,0,5,3,20,0,18,14,1,1,4,0,0,0,14,65,55,62,47,71,63,48,18,25,19,15,29,20,14,16,16,6,3,4,2,"17","031","031400","1","Block Group 1",1,1,24,74,53,42,36,41,65,59,33,43,29,29,48,33,36,53,954,149,6,46,639,114,"17","031","031400","1","0314001"
"Block Group 2",637,35,482,54,4,52,0,1,9,443,210,74,159,33,14,1,4,0,4,0,10,14,2,1,0,2,1,0,12,46,34,28,23,24,19,16,7,6,11,4,8,11,10,5,5,3,4,2,2,"17","031","031400","2","Block Group 2",2,1,22,55,36,22,20,21,22,22,6,23,12,20,22,14,6,11,443,79,4,19,282,59,"17","031","031400","2","0314002"
"Block Group 3",1073,73,825,82,1,68,0,1,23,714,314,72,328,89,47,1,30,2,5,0,4,13,6,9,8,1,2,1,19,96,73,44,53,51,46,34,15,12,15,7,8,5,3,0,13,10,4,4,2,"17","031","031400","3","Block Group 3",4,5,34,116,78,49,33,41,43,28,6,18,14,16,15,11,5,3,714,125,11,28,445,105,"17","031","031400","3","0314003"
"Block Group 4",116,12,68,26,1,7,0,0,2,2,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,1,9,4,3,3,3,2,4,6,12,10,3,0,0,0,0,0,"17","031","031400","4","Block Group 4",1,0,0,1,1,0,2,2,5,3,0,1,1,4,7,11,5,7,2,0,0,0,1,1,"17","031","031400","4","0314004"
"Block Group 5",1091,68,879,73,0,45,0,3,23,660,251,30,379,51,12,1,9,5,10,0,14,14,9,11,2,5,6,9,55,137,77,64,49,36,29,19,5,13,7,4,7,6,1,2,12,12,5,4,4,"17","031","031400","5","Block Group 5",6,7,84,127,65,45,32,17,19,15,15,16,4,9,10,8,5,3,660,108,12,32,344,164,"17","031","031400","5","0314005"
